label_fr,description,simple,fautes
diabète,J'ai souvent des envies très fortes d'uriner. Je me sens souvent somnolent et perdu. J'ai aussi perdu beaucoup de ma vision.,J'ai souvent envie d'aller aux toilettes. Je me sens souvent somnolent et perdu. J'ai aussi perdu beaucoup de ma vision.,J'ai souvan envi d'aler au toilette. Je me sen souvan somnolent et perdu. J'ai aussi perdu beaucou de ma vision.
infection fongique,"Ma peau développe fréquemment des bosses qui me démangent et qui peuvent parfois devenir rouges ou rugueuses. En plus, ma peau développe parfois des boutons étranges qui ressemblent à des petites boules et des taches de couleurs différentes du reste de ma peau.","Ma peau a souvent des bosses qui me démangent et qui deviennent parfois rouges ou rugueuses. En plus, ma peau a parfois des boutons qui ressemblent à des petites boules et des taches de couleurs différentes.","Ma peau a souvent des bosses qui me démange et qui deviennent parfois rouges ou rugueuses. En plus, ma peau a parfois des boutons qui ressemble à des petites boules et des taches de couleurs diférentes."
diabète,"J'ai une toux sèche qui ne s'arrête jamais. J'ai des palpitations et mes infections ne semblent pas s'améliorer. Parfois, ma gorge me fait mal, mais ça semble aller mieux.","J'ai une toux sèche qui ne s'arrête jamais. J'ai des palpitations et mes infections ne s'améliorent pas. Parfois, ma gorge me fait mal, mais ça va mieux après.","J'ai une tou sèche ki ne s'arête jamai. J'ai des palpitation et mes infection ne s'améliore pa. Parfoi, ma gorge me fai mal, mai sa va mieu apré."
allergie,"J'éternue beaucoup et mon nez coule. Mes yeux me font mal et sont humides, et je coasse souvent. J'ai tout le temps mal à la tête.","J'éternue beaucoup et mon nez coule. Mes yeux me font mal et sont humides, et je coasse souvent. J'ai tout le temps mal à la tête.","J'éternue beaucoup et mon néz coule. Mes yeux me font mal et sont humides, et je coasse souvent. J'ai tout le temp mal à la tete."
infection fongique,"Ma peau a été très démangeante et il y a ces taches d'éruption cutanée partout. Il y a aussi des taches qui semblent différentes en couleur du reste de ma peau, et j'ai eu des bosses qui sont un peu dures.",Ma peau a été très démangeante et il y a des taches d'éruption cutanée partout. Il y a aussi des taches de couleurs différentes et des bosses qui sont un peu dures.,Ma peau a été tré démangeante et il y a des tache d'éruption cutané partou. Il y a aussi des tache de couleur diférente et des bosse qui sont un peu dur.
varicelle,"Il y a des taches rouges partout sur mon corps que je ne peux pas expliquer. Les taches sont démangeantes et commencent à enfler, et elles se propagent rapidement.","J'ai des taches rouges partout sur mon corps et je ne sais pas pourquoi. Elles me grattent et commencent à gonfler, et elles se propagent vite.","J'ai des tache rouge par tou mon corps et je sais pas pourquoi. Elle me gratte et commence à gonflé, et elle se propage vite."
varices,J'ai une éruption cutanée sur mes jambes qui cause beaucoup d'irritation et d'inconfort. Elle est rouge et enflée et semble s'étendre.,J'ai une éruption sur mes jambes qui me gratte et me fait mal. Elle est rouge et enflée et s'étend.,J'ai une éruption sur mes jambe qui me gratte et me fais mal. Elle est rouge et enflé et s'étan.
varicelle,"Mon éruption cutanée me cause beaucoup de douleur. Il y a aussi de petites taches rouges qui apparaissent près de mon cou. Depuis hier, j'ai une forte fièvre, un mal de tête et de la fatigue.","Mon éruption cutanée me fait très mal. Il y a aussi de petites taches rouges près de mon cou. Depuis hier, j'ai une grosse fièvre, un mal de tête et je suis fatigué.","Mon éruption cutané me fais très mal. Il y a aussi de pti taches rouges près de mon cou. Depui hier, j'ai une grose fièvre, un mal de tête et je suis fatigué."
psoriasis,"Ma peau pèle, surtout sur les genoux, les coudes et le cuir chevelu. Ce pelage est souvent accompagné d'une sensation de piqûre ou de brûlure.","Ma peau pèle beaucoup, surtout sur les genoux, les coudes et la tête. Ça pique ou ça brûle souvent.","Ma peau pèle beaucoup, surtou sur les genou, les coude et la tete. Sa pique ou sa brûle souvent."
ulcère gastroduodénal,J'ai perdu du poids sans le vouloir et j'ai du mal à en reprendre. J'utilise des antiacides pour soulager les douleurs et les inconforts que je ressens. J'ai un mauvais goût dans la bouche.,J'ai perdu du poids sans le vouloir et j'ai du mal à en reprendre. J'utilise des antiacides pour soulager les douleurs et les inconforts que je ressens. J'ai un mauvais goût dans la bouche.,J'ai perdu du poid sans le vouloir et j'ai du mal à en reprendre. J'utilise des antiacides pour soulager les douleurs et les inconforts que je ressens. J'ai un mauvais goût dans la bouche.
ulcère gastroduodénal,"J'ai parfois des brûlures dans le haut de mon abdomen pendant la journée ou la nuit. Je souffre régulièrement de brûlures d'estomac sévères, d'indigestion et de nausées.","Parfois, j'ai des brûlures dans le haut de mon ventre pendant la journée ou la nuit. J'ai souvent des brûlures d'estomac, des maux de ventre et des envies de vomir.","Parfoi, j'ai des brulure dans le o de mon ventre pendant la journé ou la nui. J'ai souvan des brulure d'estomac, des mo de ventre et des envi de vomir."
réaction médicamenteuse,"J'ai des démangeaisons sur tout le corps, et des éruptions cutanées sur la poitrine et le dos. Parfois, ma peau s'écaille et cela laisse des marques sur mon corps.","J'ai des démangeaisons sur tout le corps, et des boutons sur la poitrine et le dos. Parfois, ma peau s'écaille et cela laisse des marques sur mon corps.","J'ai des démangeaisons sur tout le corps, et des boutons sur la poitrine et le dos. Parfoi, ma peau s'écaille et sa laisse des marques sur mon corps."
psoriasis,Ma peau est sujette aux infections à cause des plaques sèches et squameuses. J'ai de fortes douleurs dans mes articulations. La peau de mes genoux et de mes coudes commence à peler.,Ma peau a des infections à cause des plaques sèches. J'ai très mal aux articulations. La peau de mes genoux et de mes coudes commence à s'enlever.,Ma peau a des infection a cause des plaque seche. J'ai tres mal au articulation. La peau de mes genou et de mes coude commence a senlever.
psoriasis,"J'ai eu du mal à dormir à cause des démangeaisons et de la douleur causées par l'éruption cutanée. Mes ongles ont de petites encoches, ce qui est vraiment inquiétant. De plus, mes articulations me font mal tous les jours et je ne sais pas ce qui cause cela.","J'ai du mal à dormir parce que ça me gratte et ça me fait mal à cause des boutons. Mes ongles ont des petits trous, c'est inquiétant. En plus, mes articulations me font mal tous les jours et je ne sais pas pourquoi.","J'ai du mal a dormir parce que sa me gratte et sa me fais mal a cause des boutons. Mes ongles ont des petits trous, c'est inquiétant. En plus, mes articulations me font mal tout les jours et je sais pas pourquoi."
diabète,"Mon corps tremble et frissonne. Mes sens du goût et de l'odorat ont diminué, et je me sens épuisé. Parfois, j'ai des palpitations ou un rythme cardiaque rapide.","Mon corps tremble et frissonne. Je ne sens plus aussi bien les goûts et les odeurs, et je suis fatigué. Parfois, mon cœur bat très vite.","Mon corps tremble et frisonne. Je ne sen plu aussi bien les gout et les odeur, et je sui fatigué. Parfoi, mon cœur bat tré vite."
jaunisse,J'ai eu des démangeaisons à l'estomac et j'ai vomi. J'ai aussi perdu du poids et je suis très fatigué. J'ai une forte fièvre et ma peau est jaune. J'ai aussi des douleurs à l'estomac.,Je me gratte l'estomac et j'ai vomi. J'ai aussi perdu du poids et je suis très fatigué. J'ai une forte fièvre et ma peau est jaune. J'ai aussi mal au ventre.,Je me gratte l'estomac et j'ai vomi. J'ai aussi perdu du pois et je suis tré fatigué. J'ai une forte fiévre et ma peau est jaune. J'ai aussi mal au ventre.
impétigo,"Je pense que j'ai un problème de peau. Mon visage a des éruptions cutanées et de petites cloques autour de mon nez. Les plaies sont devenues rouges et douloureuses, et un liquide jaune s'en écoule.","Je crois que j'ai un problème de peau. Mon visage a des éruptions et de petites cloques autour de mon nez. Les plaies sont rouges et douloureuses, et un liquide jaune en sort.","Je crois que j'ai un probleme de peau. Mon visage a des éruption et de petite cloque autour de mon nez. Les plai sont rouge et douloureuse, et un liquide jaune en sort."
dengue,"À cause de mes vomissements réguliers, j'ai perdu l'appétit. Mes muscles, articulations et dos me font constamment mal. Je commence aussi à avoir de la fièvre. Je suis vraiment inquiet et je ne sais pas quoi faire.","À cause de mes vomissements, je n'ai plus envie de manger. Mes muscles, articulations et dos me font constamment mal. Je commence aussi à avoir de la fièvre. Je suis vraiment inquiet et je ne sais pas quoi faire.","A cause de mes vomissement, j'ai plus envi de manger. Mes muscle, articulation et dos me font constament mal. Je commence aussi à avoir de la fièvre. Je sui vraiman inquié et je sai pa quoi fair."
spondylose cervicale,"En plus d'une toux chronique et d'une faiblesse dans les membres, j'ai eu des douleurs au dos insupportables. J'ai également eu des douleurs au cou ainsi que des vertiges et une instabilité.","En plus d'une toux qui ne s'arrête pas et d'une faiblesse dans mes bras et mes jambes, j'ai eu des douleurs au dos insupportables. J'ai aussi eu des douleurs au cou ainsi que des vertiges et une instabilité.","En plu d'une tou qui s'arrête pas et d'une faiblesse dans mes bras et mes jambe, j'ai eu des douleur au dos insupportable. J'ai aussi eu des douleur au cou ainsi que des vertige et une instabilité."
spondylose cervicale,"Mes muscles manquent de force, et j'ai eu mal au dos et une toux sèche. J'ai eu mal au cou et je me suis senti étourdi et instable sur mes pieds.","Je n'ai pas de force dans mes muscles, et j'ai mal au dos et je tousse sans rien sortir. J'ai mal au cou et je me sens tout bizarre et pas stable sur mes pieds.","Je n'ai pas de force dans mes muscl, et j'ai mal au do et je tousse sans rien sortir. J'ai mal au cou et je me sens tout bizare et pas stable sur mes pied."
ulcère gastroduodénal,"J'ai mal au ventre, et me pencher ou m'allonger ne fait qu'empirer les choses. Quand je mange certains aliments, comme des plats épicés ou acides, je ressens un inconfort. Cela me cause parfois des selles molles.","J'ai mal au ventre, et me pencher ou m'allonger ne fait qu'empirer les choses. Quand je mange des plats épicés ou acides, je me sens mal. Cela me cause parfois des selles molles.","J'ai mal au ventre, et me pencher ou m'allonger ne fait qu'empirer les choses. Quand je mange des plats épicés ou acides, je me sens mal. Cela me cause parfois des selles molles."
migraine,"En plus d'un appétit excessif, d'un cou tendu, de dépression, d'irritabilité et de troubles visuels, j'ai également eu des indigestions, des maux de tête, une vision floue et du reflux acide. Ces symptômes m'ont dérangé et ont interféré avec mes activités habituelles.","En plus d'avoir très faim, un cou tendu, d'être triste, irritable et d'avoir des problèmes de vue, j'ai aussi eu des maux de ventre, des maux de tête, une vision floue et des remontées acides. Ces symptômes m'ont dérangé et ont gêné mes activités habituelles.","En plu d'avoir trè faim, un cou tendu, d'être triste, irritable et d'avoir des problème de vue, j'ai aussi eu des maux de ventre, des maux de tête, une vision flou et des remonté acide. Ces symptômes mon dérangé et on gêné mes activité habituel."
impétigo,"J'ai une forte fièvre chaque nuit et j'ai développé des plaies sur mon visage, particulièrement près de mon nez. J'ai remarqué que les plaies mettent plus de temps à guérir et sont plus sujettes aux infections.","J'ai beaucoup de fièvre chaque nuit et j'ai des boutons sur mon visage, surtout près de mon nez. J'ai remarqué que les boutons mettent plus de temps à guérir et s'infectent facilement.","J'ai beaucoup de fièvre chaque nuit et j'ai des bouton sur mon visage, surtou près de mon nez. J'ai remarqué que les bouton mette plus de temp à guérir et s'infecte facilement."
pneumonie,Je suis trempé de sueur et j'ai du mal à respirer. Je ne me sens pas bien et j'ai beaucoup de mucosités dans la gorge. Ma poitrine me fait mal et mon cœur bat vite. Je tousse des mucosités rouge vif.,Je suis trempé de sueur et j'ai du mal à respirer. Je ne me sens pas bien et j'ai beaucoup de morve dans la gorge. Ma poitrine me fait mal et mon cœur bat très vite. Je tousse de la morve rouge vif.,Je suis trempé de sueur et j'ai du mal a respiré. Je me sens pas bien et j'ai beaucou de morve dans la gorge. Ma poitrine me fais mal et mon cœur bat tré vite. Je tousse de la morve rouge vif.
varicelle,"Je me sens fatigué chaque jour. Il y a des taches rouges sur mes bras et mon dos, et ça me démange quand je les touche. Je suis vraiment inquiet et je ne sais pas quoi faire.","Je suis fatigué tous les jours. Il y a des taches rouges sur mes bras et mon dos, et ça me démange quand je les touche. Je suis vraiment inquiet et je ne sais pas quoi faire.","Je suis fatigué tout les jours. Il y a des taches rouges sur mes bras et mon dos, et sa me démange quand je les touche. Je suis vraimen inquiet et je sais pas quoi faire."
réaction médicamenteuse,"J'ai des éruptions sur la poitrine et le dos et je me gratte partout sur le corps. J'ai parfois la peau qui pèle, ce qui crée souvent des marques sur mon corps.","J'ai des boutons sur la poitrine et le dos et je me gratte partout. Parfois, ma peau pèle et ça fait des marques sur mon corps.","J'ai des bouton sur la poitrine et le dos et je me gratte partou. Parfoi, ma peau pèle et sa fais des marque sur mon corps."
allergie,"Je me sens toujours épuisé, j'ai un mauvais goût dans la bouche, et ma gorge me démange beaucoup. Mes muscles sont aussi chauds et douloureux. Mon corps entier peut se crisper par moments.","Je me sens toujours fatigué, j'ai un mauvais goût dans la bouche, et ma gorge me démange beaucoup. Mes muscles sont aussi chauds et douloureux. Mon corps entier peut se crisper par moments.","Je me sens toujours fatigué, j'ai un mauvais gout dans la bouche, et ma gorge me demange beaucoup. Mes muscles sont aussi chauds et douloureux. Mon corps entier peut se crisper par moments."
ulcère gastroduodénal,"Je vomis régulièrement et je souffre d’indigestion. J’ai des douleurs abdominales et je passe beaucoup de gaz. De plus, je ressens des démangeaisons internes.",Je vomis souvent et j’ai mal au ventre. J’ai des gaz et ça me gratte à l’intérieur.,Je vomi souvan et j’ai mal au ventre. J’ai des gaz et sa me gratte a l’intérieur.
réaction médicamenteuse,"Je ressens des démangeaisons constantes et j’ai une éruption cutanée sur la peau. J’ai également des douleurs à l’estomac, une sensation de brûlure lorsque j’urine et des traces de sang dans mes urines.","J’ai des démangeaisons partout et des boutons sur la peau. J’ai mal au ventre, ça me brûle quand je fais pipi et il y a du sang.","J’ai des démangeaison par tou et des bouton sur la peau. J’ai mal au ventre, sa me brûle quand je fais pipi et il y a du san."
réaction médicamenteuse,J'ai des nausées sévères et des douleurs à la poitrine. J'ai eu des douleurs à la poitrine récemment. Je frissonne souvent beaucoup et je me sens très nerveux.,J'ai des nausées sévères et des douleurs à la poitrine. J'ai eu des douleurs à la poitrine récemment. Je frissonne souvent beaucoup et je me sens très nerveux.,J'ai des nausée sévère et des douleur a la poitrine. J'ai eu des douleur a la poitrine récemment. Je frisonne souvent beaucoup et je me sens tré nerveux.
rhume,"J'ai les yeux rouges et larmoyants tout le temps. Mes sinus sont également gênés par une tension constante. Ma respiration est difficile, et je me sens épuisé tout le temps. Mes ganglions lymphatiques sont irrités, et j'ai aussi beaucoup de mucosités dans la gorge.",J'ai les yeux rouges et qui pleurent tout le temps. Mon nez est bouché et j'ai mal au visage. J'ai du mal à respirer et je suis très fatigué. Mes ganglions sont irrités et j'ai beaucoup de morve dans la gorge.,J'ai les yeu rouge et qui pleur tout le tan. Mon nez est bouché et j'ai mal au visage. J'ai du mal a respiré et je sui tré fatigué. Mes ganglion son irrité et j'ai beaucou de morve dans la gorge.
psoriasis,"Mes paumes et mes plantes de pieds ont développé de graves fissures. Ces fissures sont désagréables et saignent souvent. En plus, la peau commence à peler.","Mes mains et mes pieds ont de grosses fissures. Ces fissures sont désagréables et saignent souvent. En plus, la peau commence à peler.","Mes main et mes pied ont de grosse fissure. Ces fissure sont désagréable et saigne souvent. En plu, la peau commence a peller."
rhume,Je me sens vraiment malade et j'ai beaucoup de fatigue. J'ai une toux très mauvaise et ma gorge me fait très mal. J'ai beaucoup de pression sinusale et mon nez est très congestionné. Je me sens vraiment épuisé et malheureux.,Je me sens vraiment malade et je suis très fatigué. J'ai une grosse toux et ma gorge me fait mal. J'ai mal au visage et mon nez est bouché. Je me sens vraiment épuisé et malheureux.,Je me sen vraimen malade et je sui tré fatigué. J'ai une grose toux et ma gorge me fais mal. J'ai mal au visage et mon nez est bouché. Je me sen vraimen épuisé et malheureu.
psoriasis,"Depuis quelques semaines, j'ai une éruption cutanée sur les bras, les jambes et la poitrine. Elle est rouge et irritante, avec des taches sèches et squameuses. J'ai aussi une douleur étrange dans mes articulations.","Depuis quelques semaines, j'ai des boutons sur les bras, les jambes et la poitrine. Ils sont rouges et ça gratte, avec des taches sèches. J'ai aussi mal aux articulations.","Depui quelque semaine, j'ai des bouton sur les bras, les jambe et la poitrine. Il sont rouge et sa gratte, avec des tache séche. J'ai aussi mal au articulation."
varicelle,J'ai des ganglions lymphatiques rouges et enflés sur mes bras et mes jambes qui me démangent quand je les touche. J'ai aussi un terrible mal de tête et une légère fièvre. Je n'ai pas envie de manger et j'ai perdu l'appétit.,J'ai des ganglions rouges et gonflés sur mes bras et mes jambes qui me démangent quand je les touche. J'ai aussi un très fort mal de tête et une petite fièvre. Je n'ai pas envie de manger et j'ai perdu l'appétit.,J'ai des ganglions rouges et gonflé sur mes bras et mes jambes qui me démange quand je les touche. J'ai aussi un tré for mal de tête et une pti fièvre. Je n'ai pas envie de manger et j'ai perdu l'appétit.
varices,Les veines de mes jambes me causent de l'inconfort et des difficultés à dormir la nuit. Je ne sais pas pourquoi cela arrive. J'ai des crampes quand je cours vite.,Les veines de mes jambes me font mal et m'empêchent de dormir la nuit. Je ne sais pas pourquoi. J'ai des crampes quand je cours vite.,Les vène de mes jambe me font mal et m'empêche de dormir la nuit. Je ne sai pa pourquoi. J'ai des crampe quand je cour vite.
spondylose cervicale,"J'ai eu des douleurs dans le dos, des difficultés à respirer et une faiblesse dans les membres. J'ai des problèmes d'équilibre et de vertiges, et mon cou me fait mal.","J'ai mal au dos, j'ai du mal à respirer et mes bras et jambes sont faibles. J'ai des problèmes d'équilibre et de vertiges, et mon cou me fait mal.","J'ai mal au dos, j'ai du mal a respiré et mes bras et jambe son faible. J'ai des probleme d'équilibre et de vertige, et mon cou me fais mal."
varices,Le gonflement de mes jambes me cause des difficultés à enfiler mes chaussures et de l'inconfort lorsque je reste assis pendant de longues périodes.,"Mes jambes sont gonflées, ce qui m'empêche de mettre mes chaussures et me fait mal quand je reste assis longtemps.","Mes jambes sont gonflé, sa m'empêche de mettre mes chaussures et me fais mal quand je reste assis longtemps."
typhoïde,"À cause des vomissements et de la diarrhée, j'ai beaucoup de mal à rester hydraté. J'ai une forte fièvre, ainsi que de la constipation et un mal de tête.","À cause des vomissements et de la diarrhée, j'ai du mal à boire assez d'eau. J'ai une forte fièvre, de la constipation et un mal de tête.","A cause des vomisement et de la diaré, j'ai du mal a boir assez d'eau. J'ai une forte fièvre, de la constipation et un mal de tete."
psoriasis,"La peau de mes parties génitales est rouge et irritée. C'est souvent irritant, brûlant et désagréable. Il y a aussi des éruptions cutanées à différents endroits du corps. En plus, j'ai une douleur étrange dans mes articulations.","La peau de mes parties intimes est rouge et irritée. Ça gratte, ça brûle et c'est désagréable. Il y a aussi des boutons à différents endroits du corps. En plus, j'ai mal aux articulations.","La peau de mes partie intime est rouge et irrité. Sa gratte, sa brûle et sa désagréable. Il y a aussi des bouton a différen endroit du corps. En plu, j'ai mal au articulation."
psoriasis,"Ma peau est passée de moins sensible à plus sensible. Ma peau a un revêtement argenté, surtout sur mon dos, mes coudes et mes genoux.","Ma peau est devenue plus sensible. Elle est toute argentée, surtout sur mon dos, mes coudes et mes genoux.","Ma po est devenue plus sensible. Elle est toute argenté, surtou sur mon dos, mes coudes et mes genoux."
varicelle,"J'ai de petites taches rouges partout sur mon corps que je ne comprends pas. Cela m'inquiète. J'ai perdu l'appétit et chaque nuit, je suis épuisé et j'ai un mal de tête sévère.","J'ai de petites taches rouges partout sur mon corps et je ne comprends pas pourquoi. Ça m'inquiète. J'ai perdu l'appétit et chaque nuit, je suis très fatigué et j'ai un gros mal de tête.","J'ai de petite tache rouge par tou mon corps et je comprend pas pourquoi. Sa m'inquiète. J'ai perdu l'appétit et chaque nuit, je suis trè fatigué et j'ai un gros mal de tête."
spondylose cervicale,"Mes bras et jambes ont été faibles, et j'ai souffert de douleurs dans le dos et d'une toux persistante. En plus de ressentir des douleurs au cou et des problèmes d'équilibre, j'ai aussi des vertiges.","Mes bras et jambes sont faibles, et j'ai mal au dos et je tousse tout le temps. En plus d'avoir mal au cou et des problèmes d'équilibre, j'ai aussi des vertiges.","Mes bras et jambe son faible, et j'ai mal au dos et je tousse tout le tan. En plu d'avoir mal au cou et des probleme d'équilibre, j'ai aussi des vertige."
varices,Les veines de mes jambes sont devenues plus visibles et enflées que d'habitude. Elles sont visibles à travers ma peau et ça me fait mal quand je bouge.,Les veines de mes jambes sont devenues plus visibles et enflées que d'habitude. Elles sont visibles à travers ma peau et ça me fait mal quand je bouge.,Les veines de mes jambes sont devenu plus visible et enflé que d'habitude. Elles sont visible a travers ma peau et sa me fais mal quand je bouge.
varices,"J'ai une éruption cutanée sur mes jambes qui cause beaucoup de gêne. On dirait qu'il y a une crampe et je peux voir des veines proéminentes sur le mollet. De plus, je me sens très fatigué et épuisé ces derniers jours.","J'ai des boutons sur mes jambes qui me font mal. On dirait que j'ai une crampe et je vois des grosses veines sur mes mollets. En plus, je me sens très fatigué ces derniers jours.","J'ai des boutons sur mes jambes qui me font mal. On dirait que j'ai une crampe et je vois des grosses veines sur mes mollets. En plus, je me sens très fatigué ces derniers jours."
diabète,"J'ai du mal à me concentrer et mes émotions fluctuent. Parfois, mon cerveau semble embrumé et flou, ce qui rend difficile même les tâches simples.","J'ai du mal à me concentrer et je change souvent d'humeur. Parfois, ma tête est toute brouillée et floue, et c'est dur de faire des choses simples.","J'ai du mal a me concentré et je change souvent d'humeur. Parfoi, ma tete est toute brouillé et flou, et c'est dur de fair des chose simple."
pneumonie,"J'ai beaucoup de difficulté à respirer. Je ne me sens pas bien, et je transpire beaucoup. Ma poitrine me fait mal, et j'ai beaucoup de mucus dans la gorge. J'ai du mal à respirer, et les crachats que je tousse ont une couleur étrange.","J'ai du mal à respirer. Je ne me sens pas bien, et je transpire beaucoup. Ma poitrine me fait mal, et j'ai beaucoup de mucus dans la gorge. J'ai du mal à respirer, et les crachats que je tousse ont une couleur étrange.","J'ai du mal à respiré. Je ne me sens pas bien, et je transpire beaucoup. Ma poitrine me fais mal, et j'ai beaucoup de mucus dans la gorge. J'ai du mal à respiré, et les crachats que je tousse ont une couleur étrange."
varices,"Les veines de mes mollets ressortent de manière inhabituelle. Je suis inquiet à ce sujet. De plus, je suis en surpoids et je pense que c'est la raison de tout cela.","Les veines de mes mollets ressortent de manière inhabituelle. Je suis inquiet à ce sujet. De plus, je suis en surpoids et je pense que c'est la raison de tout cela.","Les veines de mes mollet ressorte de manière inhabituel. Je suis inquiet a ce sujet. De plus, je suis en surpoid et je pense que c'est la raison de tout sa."
typhoïde,"J'ai aussi eu de la diarrhée, ce qui a été vraiment désagréable. Ça va et ça vient, et c'est accompagné de crampes abdominales et de ballonnements.","J'ai aussi eu la diarrhée, c'est vraiment désagréable. Ça vient et ça part, et j'ai des crampes au ventre et des ballonnements.","J'ai aussi eu la diaré, c'est vraimen désagréable. Sa vien et sa par, et j'ai des crampes au ventre et des balonement."
ulcère gastroduodénal,"J'ai une faim et un appétit persistants et dévorants. Parfois, mon estomac se contracte et se spasme. Après avoir mangé, j'ai des ballonnements et des gaz, ce qui me rend très inconfortable.","J'ai tout le temps faim et envie de manger. Parfois, mon estomac se contracte et se spasme. Après avoir mangé, j'ai des ballonnements et des gaz, ce qui me rend mal à l'aise.","J'ai tout le temp faim et envie de manger. Parfois, mon estomac se contracte et se spasme. Après avoir mangé, j'ai des ballonnements et des gaz, ce qui me rend mal à l'aise."
diabète,"J'ai une soif accrue et des mictions fréquentes. J'ai souvent la bouche et la gorge sèches. Récemment, j'ai eu une faim et un appétit accrus.","J'ai très soif et je vais souvent aux toilettes. J'ai souvent la bouche et la gorge sèches. Récemment, j'ai eu très faim et un gros appétit.","J'ai tré soif et je vai souvan au toilette. J'ai souvan la bouche et la gorge séche. Réceman, j'ai eu tré faim et un gro apéti."
hypertension,"Je me sentais bien toute la journée, mais j'ai soudainement eu un mal de tête, une douleur à la poitrine et des vertiges pendant une course. Depuis, j'ai du mal à garder mon équilibre.","Je me sentais bien toute la journée, mais j'ai soudainement eu mal à la tête, à la poitrine et j'étais étourdi pendant une course. Depuis, j'ai du mal à garder mon équilibre.","Je me senté bien toute la journé, mais j'ai soudainement eu mal a la tete, a la poitrine et j'eté etourdi pendant une course. Depui, j'ai du mal a gardé mon equilibre."
spondylose cervicale,"Mes muscles ont été assez faibles, et j'ai toussé des mucosités avec une douleur importante au dos. En plus de me sentir faible et désorienté, mon cou me fait mal.","Je n'ai pas beaucoup de force dans mes muscles, et j'ai toussé des glaires avec une grosse douleur au dos. En plus de me sentir faible et tout bizarre, mon cou me fait mal.","Je n'ai pas beaucoup de force dans mes muscl, et j'ai toussé des glaire avec une grosse douleur au do. En plus de me sentir faible et tout bizare, mon cou me fais mal."
rhume,Mes yeux sont rouges et larmoyants tout le temps. J'ai aussi cette pression dans les sinus qui ne veut pas partir. Je me sens toujours fatigué et j'ai beaucoup de difficulté à respirer. J'ai aussi beaucoup de mucus dans la gorge et mes ganglions lymphatiques sont enflés.,Mes yeux sont rouges et larmoyants tout le temps. J'ai aussi cette pression dans les sinus qui ne veut pas partir. Je me sens toujours fatigué et j'ai beaucoup de difficulté à respirer. J'ai aussi beaucoup de morve dans la gorge et mes ganglions lymphatiques sont enflés.,Mes yeux sont rouges et larmoyants tout le temp. J'ai aussi cette pression dans les sinus qui ne veut pas partir. Je me sens toujour fatigué et j'ai beaucoup de difficulté à respiré. J'ai aussi beaucoup de morve dans la gorge et mes ganglions lymphatiques sont enflés.
réaction médicamenteuse,"J'ai des maux de tête et des migraines, et j'ai du mal à dormir. Je tremble et frissonne partout. Parfois, je me sens étourdi.","J'ai des maux de tête et des migraines, et j'ai du mal à dormir. Je tremble et frissonne partout. Parfois, je me sens étourdi.","J'ai des mau de tete et des migraine, et j'ai du mal à dormir. Je tremble et frisonne partou. Parfoi, je me sen étourdi."
hypertension,"J'ai eu des problèmes d'équilibre en plus de me sentir étourdi et avoir la tête légère. De plus, j'ai remarqué une baisse de ma concentration et de mon attention.",J'ai eu des problèmes d'équilibre en plus de me sentir étourdi et avoir la tête légère. Et j'ai du mal à me concentrer et à faire attention.,J'ai eu des probleme d'équilibre en plu de me sentir étourdi et avoir la tete legere. Et j'ai du mal a me concentré et a faire attention.
psoriasis,"Il y a une sorte de poussière argentée sur ma peau, surtout sur mon bas du dos et mon cuir chevelu. Cette poussière est composée de petites écailles qui s'enlèvent facilement quand je les gratte.","Il y a une sorte de poussière argentée sur ma peau, surtout sur mon dos et ma tête. Ce sont des petites peaux qui s'enlèvent quand je gratte.","Il y a une sorte de poussiere argenté sur ma peau, surtou sur mon dos et ma tete. Ce son des petite peau qui senleve quand je gratte."
hypertension,"Je me suis senti désorienté et étourdi, et j'ai aussi eu du mal à garder mon équilibre. Mon mal de tête est aussi présent en permanence.","Je me suis senti désorienté et étourdi, et j'ai aussi eu du mal à garder mon équilibre. Mon mal de tête est toujours là.","Je me suis senti désorienté et étourdi, et j'ai aussi eu du mal a gardé mon équilibre. Mon mal de tete est toujour la."
typhoïde,"J'ai des frissons, de la fièvre et des douleurs extrêmes à l'estomac. Je suis généralement malheureux et je n'arrive pas à me débarrasser de ces symptômes.","J'ai des frissons, de la fièvre et de fortes douleurs au ventre. Je suis généralement malheureux et je n'arrive pas à me débarrasser de ces symptômes.","J'ai des frison, de la fiévre et de forte douleur au ventre. Je sui généraleuman malheureu et je n'arive pa a me débarasé de ses symptômes."
diabète,Ma plaie guérit lentement. Mes mains et mes pieds sont engourdis et picotent en même temps.,Ma blessure guérit lentement. Mes mains et mes pieds sont engourdis et picotent.,Ma blésure guéri lentement. Mes main et mes pied son engourdi et piquote.
asthme bronchique,"J'ai des problèmes de santé depuis une semaine, y compris une toux sèche, des difficultés à respirer, et une faiblesse générale.","J'ai des problèmes de santé depuis une semaine, y compris une toux sèche, des difficultés à respirer, et je me sens faible.","J'ai des problèmes de santé depuis une semaine, y compris une toux sèche, des difficultés à respiré, et je me sens faible."
